time,temp,pH,DissolvedOxygen,Conductivity,Turbidity,PermanganateIndex,AmmoniaNitrogen,TotalPhosphorus,TotalNitrogen
2020/11/9 0:00,26.1,6.69,6.57,160.4,11.5,5.11,0.191,0.077,1.9
2020/11/9 4:00,25.8,6.8,6.72,150.4,12.1,5.11,0.191,0.077,1.9
2020/11/9 8:00,25.6,6.7,6.53,147.1,12.6,4.79,0.149,0.077,1.75
2020/11/9 12:00,26.2,6.66,7.86,166.2,9.3,4.58,0.138,0.073,1.66
2020/11/9 16:00,26.6,7.21,8.64,157.2,10.9,4.03,0.123,0.055,1.55
2020/11/9 20:00,26,6.36,7.86,182.9,7.4,5.22,0.092,0.076,1.96
2020/11/10 0:00,25.7,6.92,7.48,164.2,12.7,3.83,0.166,0.048,1.9
2020/11/10 4:00,25.4,6.98,7.06,161.9,12.5,3.83,0.166,0.048,1.9
2020/11/10 8:00,25.1,6.96,6.96,158.1,12.3,4.97,0.185,0.08,2.04
2020/11/10 12:00,25.4,6.94,7.35,154,14.1,4.73,0.18,0.078,1.99
2020/11/10 16:00,25.7,7.41,7.97,155.6,12.2,5.04,0.133,0.086,1.97
2020/11/10 20:00,25.3,7.09,7.24,162.8,10.7,5.4,0.148,0.087,2
2020/11/11 0:00,25.2,7.16,6.71,165.4,12.3,4.94,0.183,0.017,1.92
2020/11/11 4:00,25,7.15,6.36,169.1,11.1,4.94,0.183,0.017,1.92
2020/11/11 8:00,24.8,7.18,6.59,161.6,11.9,4.65,0.273,-1,2.25
2020/11/11 12:00,25.7,7.23,6.62,172.8,12.9,4.67,0.227,0.081,2.1
2020/11/11 16:00,26.1,7.34,7.12,169.4,12.3,4.91,0.291,0.085,2.34
2020/11/11 20:00,25.6,6.54,7.03,199.2,7.1,4.85,0.248,0.084,2.2
2020/11/12 0:00,25.2,6.8,6.88,180,8.9,4.1,0.255,0.056,2.1
2020/11/12 4:00,25,7.04,6.41,169.9,10,4.1,0.255,0.056,2.1
2020/11/12 8:00,24.8,7.12,6.07,167.7,12.8,4.42,0.243,0.071,2.13
2020/11/12 12:00,25.8,7.29,7.1,166.1,11.6,4.54,0.265,0.079,2.17
2020/11/12 16:00,26.2,7.33,7.02,175.2,13.1,4.96,0.213,0.081,2.08
2020/11/12 20:00,25.5,7.15,6.36,178.3,11.5,4.86,0.261,0.082,2.35
2020/11/13 0:00,25,7.01,6.75,176.1,12.3,4.67,0.278,0.078,2.24
2020/11/13 4:00,24.7,7.16,6.36,168.7,13.6,4.67,0.278,0.078,2.24
2020/11/13 8:00,24.6,7.25,6.82,166.5,13.4,4.69,0.242,0.08,2.1
2020/11/13 12:00,25.4,7.28,6.68,168,15.4,4.73,0.214,0.077,2.1
2020/11/13 16:00,25.7,7.39,7.41,171.9,13.7,4.98,0.237,0.08,2.16
2020/11/13 20:00,25.2,7.29,6.85,173.4,11.2,4.64,0.163,0.078,2.12
2020/11/14 0:00,25,7.08,6.67,176.1,10.6,4.58,0.251,0.072,2.23
2020/11/14 4:00,24.8,7.16,6.59,174.5,10.8,4.58,0.251,0.072,2.23
2020/11/14 8:00,24.7,7.24,6.47,173.2,12.3,4.5,0.239,0.075,2.26
2020/11/14 12:00,24.9,7.32,6.84,170.9,12.2,4.67,0.229,0.073,2.22
2020/11/14 16:00,24.7,7.32,6.71,170.6,13.8,4.78,0.213,-1,2.12
2020/11/14 20:00,24.4,7.13,6.47,175.7,13.9,4.61,0.228,0.08,2.03
2020/11/15 0:00,24.4,7.25,6.31,171.3,14.9,4.39,0.24,0.078,2.18
2020/11/15 4:00,24.1,7.19,6.41,167.5,14.3,4.39,0.24,0.078,2.18
2020/11/15 8:00,24.1,7.22,6.25,167.6,13.9,4.62,0.202,0.079,1.97
2020/11/15 12:00,24.4,7.29,6.52,173.1,11.5,4.46,0.227,0.079,2.1
2020/11/15 16:00,24.4,7.35,6.77,171.2,12,4.66,0.238,0.077,2.28
2020/11/15 20:00,24.4,7.29,6.53,172.4,10.8,4.79,0.205,0.077,2.22
2020/11/16 0:00,24.3,7.04,6.41,176.8,9.1,4.57,0.23,0.075,-1
2020/11/16 4:00,24.2,7.18,5.99,174.9,13.9,4.19,0.234,0.068,2.15
2020/11/16 8:00,24.1,7.17,5.98,174.3,11.7,4.21,0.261,0.078,2.2
2020/11/16 12:00,24.7,7.24,6.26,173.8,14,4.18,0.262,0.076,2.23
2020/11/16 16:00,25,7.34,6.72,171.5,13.7,4.45,0.238,0.078,2.18
2020/11/16 20:00,24.6,7.28,6.72,171.5,11.3,4.52,0.238,0.076,2.11
2020/11/17 0:00,24.4,7.06,6.32,174.4,11,4.32,0.217,0.076,2.07
2020/11/17 4:00,24.2,6.98,5.96,175.8,11.5,4.09,0.238,0.07,2.04
2020/11/17 8:00,24.2,7.04,6.17,177.4,10.9,3.93,0.25,0.069,2.06
2020/11/17 12:00,24.8,7.24,6.78,173.9,11.6,3.92,0.241,0.068,2.12
2020/11/17 16:00,24.8,7.17,7.84,174.9,13,4.4,0.201,0.071,2.06
2020/11/17 20:00,24.6,6.6,6.77,196.3,8.4,4.31,0.202,0.072,2.07
2020/11/18 0:00,24.5,7.11,6.45,176,11.7,3.3,0.246,0.054,1.99
2020/11/18 4:00,24.6,7.13,6.58,181,10.4,4.02,0.236,0.07,2.05
2020/11/18 8:00,24.6,7.16,6.24,178.8,11,4.02,0.258,0.074,2.31
2020/11/18 12:00,25.1,7.29,6.75,176.1,10.6,3.99,0.247,0.07,2.21
2020/11/18 16:00,25.1,7.33,7.04,177.1,10.4,4.19,0.213,0.076,2.18
2020/11/18 20:00,24.8,6.2,6,217.7,4.4,4.16,0.198,0.067,2.12
2020/11/19 0:00,24.8,6.25,7.16,217.8,5.5,2.16,0.269,0.025,1.94
2020/11/19 4:00,25.1,7.21,6.76,179.3,10.3,2.16,0.269,0.025,1.94
2020/11/19 8:00,25.1,7.19,6.18,178.1,10.3,4.21,0.199,0.069,2.22
2020/11/19 16:00,26,8.02,9.49,175.2,8.7,3.89,0.203,0.065,2.15
2020/11/19 20:00,25.2,7.28,6.29,179.5,9,4.79,0.086,0.074,2.12
2020/11/20 0:00,25.4,6.53,7.62,204.7,5.2,4.18,0.194,0.069,2.2
2020/11/20 4:00,25.3,7.19,8.14,180.7,7.6,4.18,0.194,0.069,2.2
2020/11/20 8:00,25.3,7.4,7.51,179.5,8.5,3.99,0.124,0.056,2.11
2020/11/20 12:00,25.7,7.5,7.8,175.9,8.4,4.23,0.097,0.06,2.06
2020/11/20 16:00,25.8,7.61,8.12,179.1,7.2,4.34,0.09,0.059,2.11
2020/11/20 20:00,25.6,7.44,7.83,180,7.9,4.43,0.099,0.059,2.14
2020/11/21 0:00,25.4,7.29,6.77,178.9,7.1,4.43,0.099,0.059,2.14
2020/11/21 4:00,25.6,7.58,8.36,177.7,7.5,4.31,0.074,0.059,2.04
2020/11/21 8:00,25.7,7.66,8.2,176.6,7.5,4.31,0.08,0.059,2.02
2020/11/21 12:00,26.2,7.81,8.79,174.2,7.5,4.58,0.053,0.068,1.9
2020/11/21 16:00,26.3,8,9.1,174.8,8,4.24,0.046,0.06,1.82
2020/11/21 20:00,25.8,7.6,7.72,177.7,7.4,4.16,0.097,0.06,1.94
2020/11/22 0:00,25.9,7.94,8.57,178.5,7.8,4.16,0.097,0.06,1.94
2020/11/22 4:00,25.7,7.66,8.16,178.4,7.3,4.4,0.055,0.06,2.04
2020/11/22 8:00,25.8,7.52,7.57,180.5,6.9,4.63,0.068,0.062,2.1
2020/11/22 12:00,26.3,7.54,7.45,176.8,7.9,4.7,0.061,0.072,2.08
2020/11/22 16:00,26.3,7.43,7.15,177.3,8.2,4.41,0.07,0.06,1.94
2020/11/22 20:00,26,7.59,7.55,178.8,7.8,4.66,0.059,0.059,2
2020/11/23 0:00,26.1,7.68,7.89,181.4,9.1,4.66,0.059,0.059,2
2020/11/23 4:00,26,7.55,7.31,178.4,8.6,4.68,0.05,0.063,1.97
2020/11/23 8:00,25.9,7.49,6.93,177.9,8.4,4.34,0.063,0.06,1.98
2020/11/23 12:00,26.4,7.42,6.89,176.7,8,4.45,0.066,0.064,2.03
2020/11/23 16:00,26.8,8.01,8.64,175.7,8.2,5.03,0.033,0.072,1.93
2020/11/23 20:00,26.2,7.6,7.77,178.8,8.2,-1,0.04,0.066,2.04
2020/11/24 0:00,25.9,7.57,7.4,179.4,8,-1,0.04,0.066,2.04
2020/11/24 4:00,25.7,7.47,6.97,178.6,8.2,4.27,0.045,0.062,2.03
2020/11/24 8:00,25.4,7.33,6.34,177.3,8.6,4.13,0.077,0.06,2.07
2020/11/24 12:00,26.1,7.43,6.9,176.7,9,4.51,0.051,0.065,2.02
2020/11/24 16:00,26.6,7.75,7.89,177.6,9.1,4.75,0.036,0.069,1.93
2020/11/24 20:00,25.7,7.31,6.35,177.7,9.9,4.22,0.069,0.064,1.91
2020/11/25 0:00,25.4,7.23,5.97,176.9,11.1,4.22,0.069,0.064,1.91
2020/11/25 4:00,25.4,7.28,5.85,176.7,10.1,3.97,0.082,0.061,1.98
2020/11/25 8:00,25.3,7.32,6.34,179.4,8.3,4.17,0.06,0.061,2.02
2020/11/25 12:00,26.3,7.55,7.1,179.5,9.9,4.56,0.037,0.07,2.08
2020/11/25 16:00,26.2,7.34,6.43,177.8,10.7,4.4,0.056,0.065,1.97
2020/11/25 20:00,25.7,7.36,6.41,178.7,10.2,4.17,0.064,0.066,1.95
2020/11/26 0:00,25.7,7.35,6.32,180.7,11,4.17,0.064,0.066,1.95
2020/11/26 4:00,25.6,7.34,6.38,180.7,9.4,4.11,0.063,0.068,2.03
2020/11/26 8:00,25.6,7.27,5.92,180.9,9.3,4.09,0.078,0.062,2.15
2020/11/26 12:00,26,6.83,6.86,175.1,7.8,3.65,0.101,0.061,1.98
2020/11/26 16:00,26.5,7.08,8.23,174.9,8.6,4.13,0.042,0.067,2.05
2020/11/26 20:00,26,6.95,7.98,175.9,8.7,4.18,0.055,0.068,2.08
2020/11/27 0:00,26,7.05,8,174.2,7.9,4.18,0.055,0.068,2.08
2020/11/27 4:00,25.4,6.93,7.56,175.7,7.6,3.91,0.049,0.066,1.92
2020/11/27 8:00,25.3,6.92,7.51,177,8.5,3.84,0.06,0.064,2.03
2020/11/27 12:00,26.1,6.96,7.44,177.3,9.3,4.05,0.059,0.07,2.04
2020/11/27 16:00,26.5,7.14,7.97,178.8,8.9,4.38,0.052,0.074,2.03
2020/11/27 20:00,25.9,7.07,7.94,180.3,9.9,4.23,0.044,0.073,2.07
2020/11/28 0:00,25.3,6.97,7.62,178.6,8.9,4.23,0.044,0.073,2.07
2020/11/28 4:00,24.8,6.97,7.45,178.8,12.2,4.09,0.061,0.076,2.02
2020/11/28 8:00,24.5,7,7.42,178.1,11,4.23,0.077,0.075,2
2020/11/28 12:00,24.8,7.07,7.49,178,14.2,4.14,0.065,0.08,1.98
2020/11/28 16:00,25.1,7.19,7.7,178.1,11.9,4.27,0.056,0.081,1.94
2020/11/28 20:00,24.5,7.09,7.45,178.2,11.9,4.14,0.064,0.08,1.97
2020/11/29 0:00,24.1,7.03,7.3,178,12.3,4.14,0.064,0.08,1.97
2020/11/29 4:00,23.6,7.01,7.17,178.7,13.8,3.99,0.1,0.08,2
2020/11/29 8:00,23.1,7,7.13,182.4,12.4,4.02,0.115,0.079,2.17
2020/11/29 12:00,23.8,7.09,7.45,178.3,14.7,4.05,0.1,0.085,2.04
2020/11/29 16:00,24,7.23,7.83,181.2,13,4.23,0.081,0.082,2.06
2020/11/29 20:00,23.4,7.15,7.59,180.5,13.8,4.1,0.081,0.077,2.02
2020/11/30 0:00,22.9,7.09,7.49,178.1,12.3,3.94,0.093,0.081,2.03
2020/11/30 4:00,22.7,7.07,7.45,177.2,13.1,3.96,0.1,0.083,1.95
2020/11/30 8:00,22.4,7.04,7.3,179.4,12.1,3.88,0.106,0.078,2.01
2020/11/30 12:00,22.9,7.17,7.69,179.1,14,4.09,0.088,0.085,2.06
2020/11/30 16:00,23.1,7.29,8.01,177.7,12.7,4.18,0.071,0.084,1.85
2020/11/30 20:00,22.8,7.21,7.84,177.9,13.5,4.15,0.069,0.081,1.93
2020/12/1 0:00,22.4,6.91,7.71,180.8,10.1,3.78,0.074,0.072,1.94
2020/12/1 4:00,22.2,6.97,7.53,177.9,11.8,3.86,0.077,0.075,1.84
2020/12/1 8:00,21.9,6.96,7.41,178.1,11.1,3.81,0.097,0.073,1.93
2020/12/1 12:00,22.8,7.25,8,177,12.8,4.19,0.071,0.082,1.92
2020/12/1 16:00,23.4,7.68,8.83,178.6,11.5,4.76,0.043,0.086,2.1
2020/12/1 20:00,22.7,7.3,8.02,178.7,10,4.15,0.063,0.078,2.08
2020/12/2 0:00,22.3,7.09,7.36,179.6,11.6,4.15,0.063,0.078,2.08
2020/12/2 4:00,22.2,6.96,7.74,182.5,9.3,3.88,0.053,0.067,2.06
2020/12/2 8:00,21.9,6.97,7.67,181.7,9.8,3.9,0.06,0.067,2.02
2020/12/2 12:00,22.7,7.2,8.45,186.4,10.2,4.15,0.031,0.073,2.02
2020/12/2 16:00,22.9,7.34,8.53,185,10.9,4.46,0.048,0.079,2.09
2020/12/2 20:00,22.6,7.19,8.04,184.5,11.3,4.23,0.067,0.076,2.07
2020/12/3 0:00,22.3,7.05,7.83,185.2,10.8,4.23,0.067,0.076,2.07
2020/12/3 4:00,22.1,6.83,7.95,189.6,8.8,3.71,0.045,0.064,2.05
2020/12/3 8:00,21.8,6.96,8.09,188.3,9.6,3.89,0.044,0.064,2.07
2020/12/3 12:00,22.3,7.29,8.43,185,11.7,4.25,0.025,0.075,2.04
2020/12/3 16:00,22.4,7.29,8.48,186,11.8,4.18,0.03,0.074,2.03
2020/12/3 20:00,21.9,7.3,8.46,184.7,12.7,4.18,0.025,0.075,1.94
2020/12/4 0:00,21.6,7.09,8.26,186.7,11.5,4.18,0.025,0.075,1.94
2020/12/4 4:00,21,6.95,8.07,185.7,10.8,3.72,0.038,-1,-1
2020/12/4 8:00,20.7,7.05,8.03,183.6,11.1,3.84,0.048,0.067,1.84
2020/12/4 12:00,21.3,7.24,8.4,184.1,12.7,4.17,0.029,0.077,2.1
2020/12/4 16:00,21.6,7.51,8.84,184.3,12.6,4.25,0.025,0.075,2.09
2020/12/4 20:00,21.1,7.38,8.64,183.8,12.1,4.17,0.025,0.074,2.04
2020/12/5 0:00,20.6,6.96,8.54,186.7,9.3,4.17,0.025,0.074,2.04
2020/12/5 4:00,20.2,7.17,8.35,183.1,10.2,3.98,0.025,0.071,2.07
2020/12/5 8:00,20,7.17,8.25,184.7,11.4,3.99,0.025,0.074,2.16
2020/12/5 12:00,20.7,7.52,9.06,190.3,13.2,4.36,0.025,0.074,2.17
2020/12/5 16:00,21.3,7.94,9.14,192,9.9,4.59,0.025,0.077,2.19
2020/12/5 20:00,20.9,7.83,9.2,191.5,10.4,4.46,0.025,0.076,2.08
2020/12/6 0:00,20.5,7.25,9.13,194.5,10,4.18,0.025,0.069,2.09
2020/12/6 4:00,20.1,7.07,9.12,195.3,9.3,3.88,0.025,0.066,2.1
2020/12/6 8:00,20,7.41,9.12,192.1,10.5,4.2,0.025,0.069,2.12
2020/12/6 12:00,20.6,7.81,9.27,190.9,11.3,4.52,0.025,0.079,2.07
2020/12/6 16:00,21.1,8.33,9.73,189.3,10.2,4.82,0.025,0.082,1.98
2020/12/6 20:00,20.7,8.18,9.64,190.4,11,4.75,0.025,0.079,2.02
2020/12/7 0:00,20.6,7.13,10.48,198.5,8.5,4.75,0.025,0.079,2.02
2020/12/7 4:00,20.4,7.18,9.76,195.2,8.1,3.86,0.025,0.061,2.01
2020/12/7 8:00,20.2,7.19,8.95,191,9.8,4.08,0.025,0.065,1.96
2020/12/7 12:00,21.2,7.9,11.09,190.9,10.5,4.71,0.025,0.075,2.1
2020/12/7 16:00,21.7,8.09,11.37,195.4,9.4,4.73,0.025,0.074,2.17
2020/12/7 20:00,21,7.14,10.81,203.9,7.7,3.96,0.025,0.057,2.02
2020/12/8 0:00,20.5,6.84,10.58,204.3,8.3,3.96,0.025,0.057,2.02
2020/12/8 4:00,20.2,7.38,9.99,191.5,9.3,4.18,0.025,0.066,1.96
2020/12/8 8:00,19.9,7.38,9.21,194.7,10,4.23,0.025,0.064,2.08
2020/12/8 12:00,20.6,7.41,9.79,198.4,11.2,4.32,0.025,0.069,2.18
2020/12/8 16:00,21.5,7.95,10.78,205.5,9.8,4.61,0.025,0.068,2.35
2020/12/8 20:00,20.7,6.63,10.14,227.2,7.3,3.73,0.025,0.053,2.33
2020/12/9 0:00,20.5,7.02,9.55,211.9,9.7,3.73,0.025,0.053,2.33
2020/12/9 4:00,20.1,7.07,9.12,208.1,9.9,4.13,0.025,0.059,2.42
2020/12/9 8:00,20.1,7.31,8.72,204.6,11.2,4.26,0.025,0.064,2.42
2020/12/9 12:00,20.5,7.67,9.4,204.6,10.6,4.49,0.025,0.07,-1
2020/12/9 16:00,20.9,8.27,11.56,192,11,4.95,0.025,0.073,2.52
2020/12/9 20:00,20.5,8.16,10.69,193,9.3,4.65,0.025,0.068,2.43
2020/12/10 0:00,20.2,7.62,9.64,192.3,10.1,4.65,0.025,0.068,2.43
2020/12/10 4:00,20.2,7.27,9.69,193.4,8.1,4.1,0.025,0.062,2.48
2020/12/10 8:00,20,6.88,9.32,197.6,7.7,3.88,0.037,0.056,2.35
2020/12/10 12:00,20.5,7.38,10.39,191.3,10.3,4.41,0.025,0.067,2.38
2020/12/10 16:00,21,8.1,12.06,188.9,9.6,4.88,0.025,0.07,2.31
2020/12/10 20:00,20.4,7.61,11.33,193.1,8.6,4.59,0.025,0.07,2.43
2020/12/11 0:00,20.4,6.19,10.86,223.2,4.6,4.59,0.025,0.07,2.43
2020/12/11 4:00,20.4,6.27,10.07,212.1,4.9,2.86,0.025,0.035,2.09
2020/12/11 8:00,20.3,7.14,11.31,186.9,8.4,4.08,0.025,0.054,2.04
2020/12/11 12:00,20.6,7.05,11.12,194.2,7.7,4.22,0.025,0.058,2.33
2020/12/11 16:00,20.8,7.95,12.32,196.2,8.8,4.91,0.025,0.07,2.6
2020/12/11 20:00,20.5,6.92,11.21,204.5,7.3,3.84,0.026,0.055,2.32
2020/12/12 0:00,20.5,6.93,11.03,202.2,7.6,3.84,0.026,0.055,2.32
2020/12/12 4:00,20.4,7.26,10.38,194.2,8,4.16,0.032,0.061,2.42
2020/12/12 8:00,20.4,7.3,10.13,192.7,8.4,4.28,0.042,0.061,2.33
2020/12/12 12:00,20.8,7.26,10.65,192.3,8,4.29,0.039,0.06,2.29
2020/12/12 16:00,21.1,7.99,12.03,187.1,10,4.81,0.025,0.068,2.25
2020/12/12 20:00,20.7,7.04,9.97,195,7.6,4.23,0.034,0.057,2.21
2020/12/13 0:00,20.6,7.03,10.12,192.4,8.4,4.23,0.034,0.057,2.21
2020/12/13 4:00,20.8,7.39,10.31,188.7,8.3,4.22,0.03,0.061,2.17
2020/12/13 8:00,20.8,7.03,9.78,196.4,6.6,4.04,0.048,0.053,2.26
2020/12/13 12:00,21.1,7.05,10.07,197,8.2,4.01,0.032,0.056,2.37
2020/12/13 16:00,21.2,7.31,10.33,197.6,8.2,4.37,0.031,0.059,2.48
2020/12/13 20:00,21,6.87,9.56,199.1,7,3.79,0.048,0.051,2.32
2020/12/14 0:00,20.9,6.68,8.73,202.5,7.1,3.79,0.048,0.051,2.32
2020/12/14 4:00,21.1,7.1,8.64,194.3,9,4.08,0.072,0.062,2.46
2020/12/14 8:00,21.1,7.12,8.51,196,8.5,4.11,0.068,0.06,2.41
2020/12/14 12:00,20.7,6.99,8.07,199.3,7.9,4.01,0.082,0.063,2.62
2020/12/14 16:00,20.4,6.93,7.56,196.9,8.7,3.87,0.114,0.061,2.43
2020/12/14 20:00,20.2,6.84,7.87,198.1,8.7,3.77,0.108,0.061,2.45
2020/12/15 0:00,20,6.84,8.12,199.1,10.4,3.77,0.108,0.061,2.45
2020/12/15 4:00,19.7,7,8.09,195.7,10.4,3.87,0.103,0.062,2.34
2020/12/15 8:00,19.3,6.99,7.93,196.9,10.2,3.77,0.127,0.059,2.29
2020/12/15 12:00,19.3,7.01,8.19,199.3,11.7,3.7,0.123,0.062,2.41
2020/12/15 16:00,19.3,7.09,8.86,209.6,9.7,4.06,0.116,0.062,2.6
2020/12/15 20:00,18.9,6.95,8.44,213.7,8.8,3.82,0.126,0.06,2.63
2020/12/16 0:00,18.7,6.93,8.37,213,9.5,3.82,0.126,0.06,2.63
2020/12/16 4:00,18.4,7,8.33,210.1,9.8,3.74,0.134,0.062,2.57
2020/12/16 8:00,18.2,6.84,8.87,213,9.2,3.63,0.148,0.055,2.65
2020/12/16 12:00,18.2,7.03,8.98,206.8,9.8,3.84,0.129,0.063,2.5
2020/12/16 16:00,18.3,6.99,8.96,210.5,9,3.72,0.144,0.058,2.56
2020/12/16 20:00,18,6.97,8.83,207.9,10.1,3.98,0.141,0.065,2.61
2020/12/17 0:00,17.7,7.07,8.42,206.8,10.5,3.98,0.141,0.065,2.61
2020/12/17 4:00,17.5,6.94,8.06,206,11.4,3.8,0.148,0.065,2.49
2020/12/17 8:00,17.4,6.89,7.66,205.8,10,3.79,0.159,0.064,2.57
2020/12/17 12:00,17.6,7.18,8.06,205.4,11,4.07,0.164,0.075,2.68
2020/12/17 16:00,17.6,7.26,8.63,205.6,13,4.2,0.162,0.073,2.64
2020/12/17 20:00,17.4,6.82,8.68,211.2,9.1,3.7,0.145,0.059,2.52
2020/12/18 0:00,17.1,6.83,8.69,206,11.7,3.7,0.145,0.059,2.52
2020/12/18 4:00,16.9,6.99,8.35,202.8,9.9,3.82,0.138,0.065,2.39
2020/12/18 8:00,16.7,6.79,7.59,208,10.1,3.54,0.175,0.058,2.63
2020/12/18 12:00,17,7.19,7.94,202.6,13.1,3.99,0.169,0.077,2.56
2020/12/18 16:00,17.4,7.36,9.33,199.9,12.1,4.25,0.123,0.074,2.45
2020/12/18 20:00,17,7.05,8.66,205.7,10.9,3.96,0.135,0.068,2.58
2020/12/19 0:00,16.7,7.23,8.5,200.4,12.4,3.96,0.135,0.068,2.58
2020/12/19 4:00,16.5,7.05,8.57,200.8,10.8,3.84,0.116,0.067,2.38
2020/12/19 8:00,16.4,6.87,8.54,202.7,10,3.58,0.128,0.056,2.42
2020/12/19 12:00,16.5,7.1,9.15,198.7,11.5,3.91,0.107,0.067,2.31
2020/12/19 16:00,16.7,7.33,9.21,200.2,11.2,4.13,0.118,0.073,2.5
2020/12/19 20:00,16.4,6.85,9.03,205.7,9.8,3.5,0.12,0.058,2.38
2020/12/20 0:00,16.1,7.03,8.77,201.8,12,3.83,0.116,0.068,2.43
2020/12/20 8:00,15.7,7.12,8.78,198.8,13.3,3.93,0.116,0.066,2.46
2020/12/20 12:00,16.4,7.09,9.55,202.4,12.4,3.79,0.105,0.064,2.4
2020/12/20 16:00,16.7,7.34,10.22,199.2,11.7,4.05,0.09,0.065,2.33
2020/12/20 20:00,16.2,7.07,9.99,201.7,10,3.71,0.085,0.061,2.34
2020/12/21 0:00,16,7.01,9.61,201,11,3.71,0.085,0.061,2.34
2020/12/21 4:00,15.7,6.9,9.44,202.6,8.8,3.52,0.084,0.054,2.3
2020/12/21 8:00,15.6,6.93,9.29,200.8,8.2,3.49,0.091,0.056,2.32
2020/12/21 12:00,16.3,7.36,9.99,195.4,11.4,4,0.071,0.063,2.34
2020/12/21 16:00,16.7,7.5,10.29,198.4,10.5,4.09,0.084,0.066,2.46
2020/12/21 20:00,16.4,6.75,10.12,209.4,8.3,3.13,0.075,0.046,2.23
2020/12/22 0:00,16.2,7.04,9.91,201.1,10.4,3.13,0.075,0.046,2.23
2020/12/22 4:00,16,7.17,9.72,198.3,9.1,3.76,0.061,0.06,2.4
2020/12/22 8:00,15.9,7.17,9.91,194.7,9.7,3.7,0.048,0.054,2.2
2020/12/22 12:00,16.6,7.43,10.81,192.7,10.2,3.94,0.039,0.059,2.2
2020/12/22 16:00,16.9,7.94,11.51,187.4,9.2,4.17,0.025,0.06,2.03
2020/12/22 20:00,16.9,8.18,11.92,192.3,9.1,4.45,0.025,0.066,2.32
2020/12/23 0:00,16.6,5.91,11.18,228.8,3.8,2.53,0.029,0.023,1.79
2020/12/23 4:00,16.5,7.23,10.79,193.5,8,3.85,0.025,0.054,2.24
2020/12/23 8:00,16.5,7.2,11.25,192,7,3.63,0.025,0.048,2.09
2020/12/23 12:00,17,7.44,11.04,194.4,7.5,3.98,0.025,0.054,2.2
2020/12/23 16:00,17.5,8.01,12.34,194.3,8.4,4.28,0.025,0.06,2.35
2020/12/23 20:00,17.1,6.88,12.58,206.3,6.3,3.47,0.025,0.044,2.08
2020/12/24 0:00,17.2,7.17,13.26,195.5,7,3.86,0.025,-1,-1
2020/12/24 4:00,16.9,7.08,11.84,193.9,7,3.58,0.025,-1,-1
2020/12/24 8:00,16.6,7.25,10.84,191.5,7.6,3.75,0.027,-1,-1
2020/12/24 12:00,16.9,7.38,10.93,190.4,8.7,3.91,0.043,0.053,2.05
2020/12/24 16:00,17.7,8.42,12.31,170.5,8.7,5.16,0.025,0.056,1.92
2020/12/24 20:00,17.5,7.41,13.22,184.7,8.5,4.75,0.025,0.052,2.18
2020/12/25 0:00,17.2,7.29,12.64,180.4,6.9,4.62,0.025,0.052,2.11
2020/12/25 4:00,17.1,7.76,11.98,172.7,8.8,4.76,0.025,0.057,2.13
2020/12/25 8:00,17,7.43,11.5,176.1,7.8,4.56,0.032,0.052,2.14
2020/12/25 12:00,17.7,7.66,13.05,174.1,7.8,4.66,0.025,0.052,2.16
2020/12/25 16:00,17.7,8.23,12.54,177.6,8.2,4.56,0.025,0.062,2.28
2020/12/25 20:00,17.6,7.29,13.12,183.3,7.5,4.3,0.025,0.053,2.19
2020/12/26 0:00,17.6,6.96,11.66,186.1,6.3,4.3,0.025,0.053,2.19
2020/12/26 4:00,17.5,6.98,11.75,181.8,7.6,4.08,0.025,0.049,2.14
2020/12/26 8:00,17.5,7.18,11.58,175.4,8.5,3.97,0.025,0.049,2.11
2020/12/26 12:00,17.7,7.38,11.65,175,8.3,4.07,0.03,0.053,2.16
2020/12/26 16:00,18,7.72,12.16,172.6,11.5,4.39,0.025,0.057,2.17
2020/12/26 20:00,17.8,7.46,11.91,176.2,10,4.31,0.025,0.056,2.2
2020/12/27 0:00,17.8,6.86,11.81,184.7,7.6,4.31,0.025,0.056,2.2
2020/12/27 4:00,17.8,7.18,11.42,178.1,8.4,3.97,0.025,0.051,2.21
2020/12/27 8:00,18,7.09,11.33,179.6,7.3,3.87,0.025,0.048,2.24
2020/12/27 12:00,18.7,7.52,12.16,170.7,11.1,4.38,0.025,0.058,2.22
2020/12/27 16:00,18.6,7.08,11.23,179.2,10.5,4.15,0.027,0.052,2.08
2020/12/27 20:00,18.1,6.92,11.05,178,9.4,3.84,0.038,0.051,2.12
2020/12/28 0:00,18.3,6.64,12.6,188.6,7.5,3.58,0.025,0.042,2.1
2020/12/28 4:00,18.4,7.53,12.75,176.6,8.7,4.32,0.025,0.053,2.24
2020/12/28 8:00,18.3,7.07,12.17,182.6,8.1,3.81,0.025,0.045,2.17
2020/12/28 12:00,19.2,7.29,12.84,177.3,8,4.13,0.025,0.05,2.2
2020/12/28 16:00,19.3,7.81,13,176,9.6,4.48,0.025,0.054,2.29
2020/12/28 20:00,18.7,7.01,12.34,183.8,7.7,3.95,0.025,0.045,2.21
2020/12/29 0:00,18.7,7.38,11.7,178.2,9.9,3.95,0.025,0.045,2.21
2020/12/29 4:00,18.9,7.04,11.64,184.3,8.3,3.93,0.027,0.05,2.28
2020/12/29 8:00,19,7.34,11.23,173.7,10.5,4.19,0.028,0.053,2.27
