time,temp,pH,DissolvedOxygen,Conductivity,Turbidity,PermanganateIndex,AmmoniaNitrogen,TotalPhosphorus,TotalNitrogen,District
2021/3/5 16:00,21.37,6.95,6.43,213.28,10.2,5.4,0.225,0.081,2.639,midstream
2021/3/5 20:00,21.13,6.85,4.84,214.77,8.8,5.4,0.262,0.085,2.767,midstream
2021/3/6 0:00,21.49,6.92,5.74,202.31,8.6,5.4,0.262,0.085,2.767,midstream
2021/3/6 4:00,21.5,6.92,5.64,199.55,9.1,5.61,0.183,0.08,2.494,midstream
2021/3/6 8:00,21.62,6.9,5.2,210.68,7.2,5.26,0.215,0.07,2.66,midstream
2021/3/6 12:00,22.22,6.95,5.71,212.33,6.3,5.3,0.214,0.072,2.68,midstream
2021/3/6 16:00,22.21,7.03,6.32,211.54,7.2,5.48,0.196,0.071,2.692,midstream
2021/3/6 20:00,21.97,7.08,6.27,220.69,6.9,5.86,0.215,0.075,2.852,midstream
2021/3/7 0:00,22.58,7.18,7.69,216.67,5.9,5.49,0.204,0.067,2.816,midstream
2021/3/7 4:00,21.97,7.01,6.05,215.88,6.7,5.35,0.225,0.069,2.718,midstream
2021/3/7 8:00,21.49,6.91,4.97,205.06,8.1,5.36,0.244,0.071,2.594,midstream
2021/3/7 12:00,21.98,7,5.54,210.13,8.7,5.53,0.237,0.074,2.699,midstream
2021/3/7 16:00,22.34,7.13,7.06,208.32,7.9,5.94,0.165,0.078,2.773,midstream
2021/3/7 20:00,21.98,6.99,5.91,209.77,7.8,5.35,0.189,0.07,2.715,midstream
2021/3/8 0:00,21.85,6.99,5.94,210.64,7.8,5.35,0.189,0.07,2.715,midstream
2021/3/8 4:00,21.73,6.96,5.81,210.38,7.8,5.66,0.195,0.07,2.686,midstream
2021/3/8 8:00,21.74,6.93,5.61,212.65,7.3,5.47,0.194,0.069,2.725,midstream
2021/3/8 12:00,22.26,6.99,6.19,210.68,7.2,5.7,0.184,0.074,2.714,midstream
2021/3/8 16:00,22.12,7.05,6.5,211.37,8.8,5.74,0.181,0.073,2.757,midstream
2021/3/8 20:00,21.89,6.95,5.5,211.14,7.7,5.51,0.227,0.072,2.699,midstream
2021/3/9 0:00,21.82,6.92,5.21,212.15,8.1,5.51,0.227,0.072,2.699,midstream
2021/3/9 4:00,21.73,6.87,4.92,210.98,8.3,5.25,0.233,0.066,2.673,midstream
2021/3/9 8:00,21.73,6.86,4.67,209.41,8.5,5.15,0.246,0.067,2.685,midstream
2021/3/9 12:00,21.97,6.93,7.85,203.83,8.2,5.44,0.247,0.068,2.643,midstream
2021/3/9 16:00,22.34,7.06,7.88,202.86,8.3,5.95,0.174,0.076,2.722,midstream
2021/3/9 20:00,22.07,7.06,7.59,202.12,9,5.71,0.17,0.075,2.679,midstream
2021/3/10 0:00,21.87,6.96,6.5,204.2,7.8,5.71,0.17,0.075,2.679,midstream
2021/3/10 4:00,21.84,6.95,6.35,204.04,8.1,5.35,0.214,0.068,2.725,midstream
2021/3/10 8:00,21.82,6.92,6.11,201.09,8.6,5.34,0.205,0.069,2.597,midstream
2021/3/10 12:00,22.55,7.1,6.9,198.64,7.8,5.96,0.121,0.077,2.63,midstream
2021/3/10 16:00,23.05,7.48,9.16,194.89,8.6,6.57,0.038,0.081,2.534,midstream
2021/3/10 20:00,22.37,7.18,7.39,199.37,9,6.01,0.087,0.075,2.526,midstream
2021/3/11 0:00,22.34,7.21,7.5,195.9,9.6,6.01,0.087,0.075,2.526,midstream
2021/3/11 4:00,22.4,7.19,7.16,203.12,9.6,5.83,0.068,0.072,2.502,midstream
2021/3/11 8:00,22.46,7.23,7.3,203.79,7.8,5.75,0.068,0.07,2.606,midstream
2021/3/11 12:00,22.94,7.34,8.12,197.94,8.8,6.07,0.03,0.075,2.398,midstream
2021/3/11 16:00,23.18,7.34,7.75,196.36,8.9,6.04,0.107,0.076,2.452,midstream
2021/3/11 20:00,22.72,7.33,8.29,206.78,8.5,5.88,0.027,0.067,2.538,midstream
2021/3/12 0:00,22.81,7.09,7.66,207,8.5,5.88,0.027,0.067,2.538,midstream
2021/3/12 4:00,22.7,7.01,7.48,207.32,8.2,5.53,0.062,0.066,2.404,midstream
2021/3/12 8:00,22.82,7.17,7.3,202.2,7.7,5.7,0.06,0.068,2.473,midstream
2021/3/12 12:00,23.54,7.6,8.78,192.37,8.47,6.5,0.051,0.081,2.264,midstream
2021/3/12 16:00,23.42,7.69,8.64,193.13,9.57,6.3,0.073,0.077,2.265,midstream
2021/3/12 20:00,22.82,7.15,7.74,202.62,8.44,5.64,0.084,0.068,2.351,midstream
2021/3/13 0:00,23.05,8.05,10.74,198.52,7.63,5.64,0.084,0.068,2.351,midstream
2021/3/13 4:00,23.06,7.78,9.25,203.86,7.65,5.97,0.059,0.069,2.375,midstream
2021/3/13 8:00,23.18,7.74,9.41,204.17,7.29,5.96,0.051,0.067,2.344,midstream
2021/3/13 12:00,23.73,7.65,8.85,205.36,6.71,5.82,0.057,0.066,2.381,midstream
2021/3/13 16:00,23.78,7.73,9.01,204.4,6.66,6.06,0.06,0.072,2.429,midstream
2021/3/13 20:00,23.3,7.42,8.42,209.1,6.72,5.85,0.047,0.069,2.438,midstream
2021/3/14 0:00,23.42,7.06,9.5,213.6,6.32,5.85,0.047,0.069,2.438,midstream
2021/3/14 4:00,23.54,7.6,9.24,210.21,6.96,5.68,0.048,0.061,2.521,midstream
2021/3/14 8:00,23.54,7.57,8.7,204.94,7.14,5.78,0.056,0.064,2.428,midstream
2021/3/14 12:00,24.38,7.86,9.72,200.61,7.87,6.19,0.052,0.071,2.376,midstream
2021/3/15 0:00,23.67,7.72,8.53,206.11,7.5,6.19,0.052,0.071,2.376,midstream
2021/3/15 4:00,23.78,7.61,8.23,206.4,6.87,5.77,0.062,0.064,2.367,midstream
2021/3/15 8:00,23.9,7.61,8.14,208.78,6.63,5.48,0.059,0.06,2.381,midstream
2021/3/15 12:00,24.14,7.56,7.6,207.5,6.49,5.56,0.073,0.062,2.408,midstream
2021/3/15 16:00,24.26,7.49,7.73,206.65,7.42,5.66,0.094,0.062,2.411,midstream
2021/3/15 20:00,23.9,7.47,7.77,206.3,7.14,5.78,0.08,0.06,2.406,midstream
2021/3/16 0:00,23.78,7.42,7.2,206.14,7.58,5.78,0.08,0.06,2.406,midstream
2021/3/16 4:00,23.78,7.39,7.08,205.06,7.72,5.6,0.065,0.061,2.314,midstream
2021/3/16 8:00,23.78,7.36,7.08,204.33,6.57,5.6,0.069,0.06,2.289,midstream
2021/3/16 12:00,24.54,7.57,8.24,211.79,8.27,6.14,0.043,0.065,2.267,midstream
2021/3/16 16:00,24.26,7.55,7.95,215.23,7.32,5.76,0.066,0.064,2.35,midstream
2021/3/16 20:00,24.02,7.48,7.71,216.89,7.18,5.74,0.071,0.061,2.366,midstream
2021/3/17 0:00,24.02,7.53,8.07,217.41,6.51,5.74,0.071,0.061,2.366,midstream
2021/3/17 4:00,24.14,7.57,7.89,214.32,6.99,5.82,0.05,0.061,2.241,midstream
2021/3/17 8:00,24.16,7.49,7.56,213.99,6.41,5.77,0.044,0.06,2.268,midstream
2021/3/17 12:00,24.73,7.63,7.92,210.07,7.67,6.02,0.048,0.068,2.201,midstream
2021/3/17 16:00,24.74,7.64,7.5,212.54,8.28,6.02,0.045,0.074,2.357,midstream
2021/3/17 20:00,24.38,7.47,7.47,218.28,7.7,5.56,0.055,0.061,2.198,midstream
2021/3/18 0:00,24.26,7.63,7.98,216.01,7.51,5.56,0.055,0.061,2.198,midstream
2021/3/18 4:00,24.38,7.67,8.16,216.86,7.17,6.02,0.032,0.061,2.267,midstream
2021/3/18 8:00,24.51,7.64,8.01,215.07,6.88,5.71,0.026,0.058,2.16,midstream
2021/3/18 12:00,25.14,7.68,7.71,211.81,7.05,5.86,0.049,0.063,2.174,midstream
2021/3/19 4:00,24.99,7.56,7.88,217.37,7.3,5.81,0.026,0.062,2.181,midstream
2021/3/19 8:00,24.99,7.47,7.37,218.35,6.24,5.61,0.04,0.058,2.202,midstream
2021/3/19 12:00,25.82,7.6,7.98,217.59,6.84,5.74,0.025,0.06,2.15,midstream
2021/3/19 16:00,25.7,7.48,7,218.02,6.65,5.63,0.079,0.062,2.263,midstream
2021/3/19 20:00,25,7.43,6.98,215,8.27,5.72,0.081,0.059,2.193,midstream
2021/3/20 0:00,25.22,7.56,7.42,213.91,8,5.72,0.081,0.059,2.193,midstream
2021/3/20 4:00,25.23,7.59,7.25,210.1,8.71,5.94,0.039,0.066,2.021,midstream
2021/3/20 8:00,25.35,7.54,7.06,206.84,9.09,5.91,0.04,0.066,2.027,midstream
2021/3/20 12:00,26.07,7.67,7.26,203.25,9.31,6.25,0.048,0.072,1.964,midstream
2021/3/20 16:00,25.59,7.42,6.44,209.9,8.17,5.73,0.089,0.068,2.132,midstream
2021/3/20 20:00,25.7,7.8,7.97,211.87,8.29,6.15,0.025,0.065,2.024,midstream
2021/3/21 0:00,25.59,7.8,7.86,212.94,8.13,6.15,0.025,0.065,2.024,midstream
2021/3/21 4:00,25.49,7.64,7.14,208.62,8.9,5.9,0.036,0.066,1.906,midstream
2021/3/21 8:00,24.86,7.33,6.08,209.74,8.55,5.69,0.079,0.061,1.895,midstream
2021/3/21 12:00,24.51,7.26,5.86,208.8,8.85,5.76,0.112,0.067,2,midstream
2021/3/21 16:00,24.26,7.4,6.33,207.45,12.05,5.94,0.113,0.071,1.98,midstream
2021/3/21 20:00,23.78,7.34,6.33,208.12,12.77,5.97,0.112,0.073,2.002,midstream
2021/3/22 0:00,23.3,7.35,6.29,207.6,12.7,5.97,0.112,0.073,2.002,midstream
2021/3/22 4:00,22.82,7.34,6.4,206.58,12.84,5.89,0.101,0.077,1.972,midstream
2021/3/22 8:00,22.22,7.29,6.4,208.2,11.36,5.81,0.115,0.071,1.948,midstream
2021/3/22 12:00,22.34,7.34,6.6,209.92,10.19,5.86,0.106,0.074,2.065,midstream
2021/3/22 16:00,22.33,7.39,6.8,208.69,11.74,5.86,0.114,0.078,2.015,midstream
2021/3/22 20:00,21.99,7.34,6.64,209.17,11.03,5.92,0.119,0.075,1.962,midstream
2021/3/23 0:00,21.86,7.29,6.43,208.44,10.96,5.78,0.127,0.076,1.883,midstream
2021/3/23 4:00,21.74,7.28,6.33,207.03,11.16,5.83,0.126,0.077,1.916,midstream
2021/3/23 8:00,21.5,7.23,6.1,207.19,10.97,5.61,0.141,0.073,1.868,midstream
2021/3/23 12:00,21.73,7.27,6.32,208.72,10.34,5.76,0.12,0.077,1.931,midstream
2021/3/23 16:00,21.76,7.35,6.85,207.73,9.55,5.92,0.114,0.076,1.94,midstream
2021/3/23 20:00,21.62,7.27,6.35,206.49,11.36,5.94,0.127,0.08,1.897,midstream
2021/3/24 0:00,21.49,7.18,6.14,205.59,11.19,5.65,0.137,0.08,1.891,midstream
2021/3/24 4:00,21.37,7.18,5.95,206.23,10.5,5.68,0.135,0.076,1.891,midstream
2021/3/24 8:00,21.25,7.14,5.76,201.62,10.56,5.53,0.15,0.074,1.862,midstream
2021/3/24 12:00,21.51,6.82,6.83,203.77,8.76,5.53,0.243,0.081,1.824,midstream
2021/3/24 16:00,21.81,7.11,7.68,203.94,8.63,6.31,0.142,0.081,1.96,midstream
2021/3/24 20:00,21.73,7.12,7.95,204.09,10.07,6.14,0.132,0.082,2.033,midstream
2021/3/25 0:00,21.73,6.99,6.76,205.99,9.07,5.62,0.135,0.08,2.033,midstream
2021/3/25 4:00,21.61,6.91,6.19,204.92,10.26,5.57,0.153,0.083,2.066,midstream
2021/3/25 8:00,21.61,6.83,5.64,207.11,11.13,5.37,0.174,0.081,2.157,midstream
2021/3/25 12:00,22.1,6.89,5.93,207.76,9.66,5.46,0.176,0.082,2.114,midstream
2021/3/25 16:00,22.48,7.15,7.59,204.74,8.41,5.92,0.135,0.08,2.066,midstream
2021/3/25 20:00,21.98,6.95,6.4,205.91,8.64,5.52,0.178,0.077,2.08,midstream
2021/3/26 0:00,21.84,6.84,5.85,205.11,8.91,5.31,0.165,0.078,2.078,midstream
2021/3/26 4:00,21.74,6.82,5.64,204.98,9.07,5.26,0.16,0.078,2.034,midstream
2021/3/26 8:00,21.85,6.84,5.93,205.26,8.31,5.17,0.136,0.074,2.068,midstream
2021/3/26 12:00,22.58,6.98,6.99,207.18,8.2,5.53,0.078,0.079,2.055,midstream
2021/3/26 16:00,22.91,7.26,8.33,206.98,9.07,5.83,0.042,0.078,2.095,midstream
2021/3/26 20:00,22.34,7.11,7.34,206.38,8.58,5.58,0.084,0.073,2.006,midstream
2021/3/27 0:00,22.21,7.06,7.22,205.49,8.58,5.51,0.071,0.074,1.914,midstream
2021/3/27 4:00,22.26,7.13,7.71,205.05,9.23,5.55,0.038,0.074,1.907,midstream
2021/3/27 8:00,22.46,7.16,7.78,204.84,8.23,5.51,0.033,0.071,1.934,midstream
2021/3/27 12:00,22.94,7.4,8.6,207.39,8.32,5.72,0.025,0.072,2.008,midstream
2021/3/27 16:00,22.82,7.34,8.52,210.87,7.44,5.63,0.025,0.069,1.847,midstream
2021/3/27 20:00,22.72,7.32,8.55,211.37,8.58,5.56,0.025,0.067,1.922,midstream
2021/3/28 0:00,22.8,7.28,8.04,209.65,8.4,5.58,0.065,0.067,1.96,midstream
2021/3/28 4:00,22.94,7.35,8.43,209.42,7.84,5.59,0.043,0.067,1.94,midstream
2021/3/28 8:00,22.94,7.19,7.87,213.14,7.62,5.26,0.045,0.061,1.975,midstream
2021/3/28 12:00,23.42,7.46,8.62,212.97,6.78,5.59,0.026,0.065,1.884,midstream
2021/3/28 16:00,23.3,7.34,8.18,209.74,7.58,5.8,0.088,0.067,1.946,midstream
2021/3/28 20:00,23.42,7.75,9.6,210.09,7.66,5.8,0.035,0.065,1.951,midstream
2021/3/29 0:00,23.42,7.56,8.45,212.05,7.59,5.54,0.063,0.065,1.95,midstream
2021/3/29 4:00,23.27,7.3,7.79,208.67,8.14,5.84,0.067,0.066,1.857,midstream
2021/3/29 8:00,23.42,7.25,7.72,209.66,7.37,5.48,0.054,0.067,1.901,midstream
2021/3/29 12:00,24.5,8.12,10.99,208.17,7.78,6.68,0.025,0.075,1.909,midstream
2021/3/29 16:00,28.12,9.07,13.39,211.59,6.62,6.66,0.025,0.071,1.853,midstream
2021/3/29 20:00,26.91,9.28,15.2,211.31,6.85,6.73,0.025,0.063,1.784,midstream
2021/3/30 0:00,25.28,8.01,12.45,223.57,6.78,5.51,0.025,0.05,1.711,midstream
2021/3/30 4:00,24.63,8.39,10.82,215.98,7,5.9,0.025,0.058,1.758,midstream
2021/3/30 8:00,24.87,8.4,10.65,214.75,7.44,6,0.025,0.063,1.835,midstream
2021/3/30 12:00,25.59,8.65,11.46,213.93,6.9,6.16,0.025,0.064,1.84,midstream
2021/3/30 16:00,28.95,9.27,13.68,216.25,6.61,6.82,0.025,0.069,1.826,midstream
2021/3/30 20:00,27.39,9.4,16.09,215.35,6.92,6.7,0.025,0.06,1.77,midstream
2021/3/31 0:00,26.6,9.44,15.54,215.82,6.64,6.66,0.025,0.059,1.637,midstream
2021/3/31 4:00,25.24,8.72,10.93,214.2,7.21,6.16,0.025,0.062,1.726,midstream
2021/3/31 8:00,25.11,8.33,9.81,215.59,6.86,6.15,0.026,0.065,1.849,midstream
2021/3/31 12:00,25.47,8.1,9.65,214.42,6.17,6.05,0.051,0.065,1.831,midstream
2021/3/31 16:00,26.07,8.78,11.29,212.76,7.47,6.87,0.039,0.07,1.85,midstream
2021/3/31 20:00,25.1,8.27,9.47,214.54,7.27,6.06,0.065,0.065,1.861,midstream
2021/4/1 0:00,25.23,7.38,9.88,224.95,6.73,6.06,0.065,0.065,1.861,midstream
2021/4/1 4:00,25.35,7.9,9.89,219.28,7.02,5.91,0.025,0.06,1.802,midstream
2021/4/1 8:00,25.23,7.52,8.88,217.83,7.13,5.85,0.03,0.06,1.814,midstream
2021/4/1 12:00,26.06,8.22,10.31,212.52,7.84,6.43,0.025,0.065,1.755,midstream
2021/4/1 16:00,26.42,8.53,11.23,214.4,6.96,6.62,0.026,0.061,1.77,midstream
2021/4/1 20:00,25.71,8.6,8.64,208.45,8.76,6.28,0.046,0.065,1.788,midstream
2021/4/2 0:00,25.84,7.52,8.78,231.15,7,5.66,0.025,0.054,1.64,midstream
2021/4/2 4:00,25.83,7.64,8.36,218.69,7.79,6.45,0.025,0.064,1.812,midstream
2021/4/2 8:00,25.74,8.02,8.41,213.68,7.85,6.36,0.025,0.064,1.838,midstream
2021/4/2 12:00,26.08,8.35,8.5,209.49,7.15,6.35,0.025,0.069,1.811,midstream
2021/4/2 16:00,26.31,8.78,8.67,209.16,7.24,6.85,0.026,0.066,1.761,midstream
2021/4/2 20:00,26.07,8.75,8.83,210.65,8.27,6.92,0.025,0.067,1.762,midstream
2021/4/3 0:00,25.97,8.56,8.79,212.83,7.38,6.92,0.025,0.067,1.762,midstream
2021/4/3 4:00,25.95,8.06,8.43,215.37,8.33,6.5,0.025,0.068,1.735,midstream
2021/4/3 8:00,25.95,7.83,8.07,207.74,8.24,6.28,0.025,0.068,1.666,midstream
2021/4/3 12:00,26.43,8.05,8.29,205.03,8.44,6.45,0.025,0.074,1.963,midstream
2021/4/3 16:00,26.43,8.13,8.48,208.61,8.14,6.45,0.03,0.079,1.764,midstream
2021/4/3 20:00,26.13,8.07,8.55,213.16,7.84,6.38,0.025,0.071,1.738,midstream
2021/4/4 0:00,25.94,7.82,8.35,214.33,8.22,6.23,0.025,0.068,1.758,midstream
2021/4/4 4:00,25.95,7.65,8.01,214.38,7.51,,0.025,0.069,1.697,midstream
2021/4/4 8:00,26.18,7.99,8.03,207.86,7.57,,0.025,0.069,1.697,midstream
2021/4/4 12:00,27.15,8.7,9.97,203.37,7.22,6.86,0.025,0.074,1.606,midstream
2021/4/4 16:00,27.64,9.17,13.48,202.79,9.21,7.61,0.025,0.076,1.652,midstream
2021/4/4 20:00,25.83,8,7.14,209.32,7.79,6.07,0.086,0.072,1.727,midstream
2021/4/5 0:00,26.19,8.6,9.15,206.43,9.24,6.07,0.086,0.072,1.727,midstream
2021/4/5 4:00,25.82,8.34,7.91,207.65,8.89,6.41,0.03,0.075,1.684,midstream
2021/4/5 8:00,25.71,8.09,7.4,207.04,7.48,6.12,0.034,0.07,1.641,midstream
2021/4/5 12:00,26.43,8.41,8.38,206.34,8.75,6.5,0.025,0.079,1.67,midstream
2021/4/5 16:00,26.43,8.37,8.41,206.64,7.73,6.66,0.025,0.073,1.696,midstream
2021/4/5 20:00,25.83,8,8.03,208.3,9.36,6.3,0.03,0.077,1.677,midstream
2021/4/6 0:00,25.83,8.18,8.29,208.98,9.33,6.3,0.03,0.077,1.677,midstream
2021/4/6 4:00,25.64,7.45,7.69,217.96,8.08,5.81,0.038,0.068,1.653,midstream
2021/4/6 8:00,25.76,7.28,7.44,215.42,7.53,5.94,0.034,0.069,1.606,midstream
2021/4/6 12:00,26.55,7.99,8.61,209.04,8.48,6.54,0.045,0.078,1.696,midstream
2021/4/6 16:00,26.67,8.18,9.28,209.04,7.81,6.54,0.025,0.073,1.66,midstream
2021/4/6 20:00,26.19,8.04,9.53,211.62,8.46,6.66,0.025,0.073,1.609,midstream
2021/4/7 0:00,26.3,7.32,9.36,224.08,8.41,5.86,0.025,0.064,1.464,midstream
2021/4/7 4:00,26.31,7.65,8.97,215.53,8.91,6.48,0.025,0.072,1.596,midstream
2021/4/7 8:00,26.32,8.05,8.72,210.13,8.5,6.47,0.025,0.072,1.585,midstream
2021/4/7 12:00,26.67,8.17,9.38,213.54,8.67,6.85,0.025,0.079,1.723,midstream
2021/4/7 16:00,26.55,7.96,9.05,213.7,8.97,6.56,0.025,0.074,1.639,midstream
2021/4/7 20:00,26.21,7.47,8.07,217.25,8.92,6.39,0.027,0.073,1.638,midstream
2021/4/8 0:00,26.19,7.31,8.24,221.34,8.5,6.39,0.027,0.073,1.638,midstream
2021/4/8 4:00,26.09,7.91,8.09,212.47,9.62,6.64,0.025,0.077,1.663,midstream
2021/4/8 8:00,26.19,8.02,7.85,213.6,8.82,6.53,0.025,0.074,1.652,midstream
2021/4/8 12:00,27.14,8.31,9.69,214.87,9.16,6.81,0.025,0.079,1.725,midstream
2021/4/8 16:00,26.67,8.35,8.91,215.09,9.72,6.94,0.025,0.076,1.654,midstream
2021/4/8 20:00,26.07,8.07,7.04,211.84,9.82,6.62,0.059,0.076,1.743,midstream
2021/4/9 0:00,25.84,8.18,7.29,211.72,11.39,6.62,0.059,0.076,1.743,midstream
2021/4/9 4:00,25.83,8.24,7.29,211.84,11.79,6.88,0.025,0.081,1.706,midstream
2021/4/9 8:00,25.71,7.94,6.63,211.6,10.25,6.61,0.035,0.08,1.694,midstream
2021/4/9 12:00,25.95,8.34,7.61,209.77,10.13,7.31,0.025,0.083,1.712,midstream
2021/4/9 16:00,25.83,8.21,7.41,209.53,11.09,7.14,0.031,0.082,1.718,midstream
2021/4/9 20:00,25.47,8.04,6.88,210.63,11.4,6.94,0.048,0.084,1.782,midstream
2021/4/10 0:00,25.47,7.58,7.18,215.21,9.84,6.59,0.025,0.079,1.636,midstream
2021/4/10 4:00,25.23,7.15,6.42,219.01,9.55,6.23,0.045,0.077,1.561,midstream
2021/4/10 8:00,25.25,7.47,6.3,212.71,11.54,6.74,0.048,0.083,1.752,midstream
2021/4/10 12:00,25.37,7.96,7,212.36,10.69,7.06,0.032,0.091,1.8,midstream
2021/4/10 16:00,25.58,8.24,7.53,211.14,8.64,7.09,0.037,0.086,1.831,midstream
2021/4/10 20:00,25.34,8.19,6.95,212.2,11.18,7.12,0.052,0.087,1.847,midstream
2021/4/11 0:00,25.21,7.91,6.61,213.31,11.4,6.92,0.07,0.086,1.896,midstream
2021/4/11 4:00,25.1,7.71,5.78,215.13,11.35,7.03,0.075,0.089,1.952,midstream
2021/4/11 8:00,25.1,7.73,5.74,214.28,10.04,6.86,0.083,0.088,1.876,midstream
2021/4/11 12:00,25.76,7.94,6.54,210.95,9.17,7.03,0.066,0.086,1.836,midstream
2021/4/11 16:00,25.87,8.25,7.43,210.46,9.92,7.23,0.031,0.089,1.869,midstream
2021/4/11 20:00,25.35,8,6.91,210.75,11.15,7.07,0.052,0.086,1.826,midstream
2021/4/12 0:00,25.26,7.67,7.05,213.87,10.12,7.07,0.052,0.086,1.826,midstream
2021/4/12 4:00,25.25,7.36,6.95,215,9.73,6.48,0.025,0.079,1.775,midstream
2021/4/12 8:00,25.35,7.61,6.98,211.63,10.38,6.67,0.025,0.079,1.821,midstream
2021/4/12 12:00,26.07,8.26,8.68,205.97,10.36,7.53,0.025,0.088,1.785,midstream
2021/4/12 16:00,25.71,7.56,7.83,219.66,9.97,6.71,0.025,0.09,1.803,midstream
2021/4/12 20:00,25.53,7.94,8.42,218.56,10.26,7.16,0.025,0.09,1.854,midstream
2021/4/13 0:00,25.59,7.45,8.85,222.58,10.27,7.16,0.025,0.09,1.854,midstream
2021/4/13 4:00,25.6,7.79,8.85,223.04,10.72,6.98,0.025,0.079,1.836,midstream
2021/4/13 8:00,25.71,7.97,8.92,223.47,9.17,7.32,0.025,0.076,1.839,midstream
2021/4/13 12:00,26.43,8.16,9,214.96,9.05,7,0.025,0.076,1.745,midstream
2021/4/13 16:00,26.18,7.79,8.68,221.74,9.47,6.91,0.025,0.078,1.788,midstream
2021/4/13 20:00,25.94,8.36,9.35,220.46,10.95,7.45,0.025,0.083,1.826,midstream
2021/4/14 0:00,25.82,7.92,9.98,224.99,9.78,6.9,0.025,0.072,1.851,midstream
2021/4/14 4:00,25.91,7,10.57,232.88,9.41,6.54,0.025,0.068,1.682,midstream
2021/4/14 8:00,25.95,8.3,10.16,221.9,10.01,7.45,0.025,0.076,1.84,midstream
2021/4/14 12:00,26.67,8.49,10.07,214.11,9.06,7.36,0.025,0.082,1.732,midstream
2021/4/14 16:00,26.18,8.15,9.54,224.35,9.43,7.09,0.025,0.082,1.861,midstream
2021/4/14 20:00,25.95,7.47,8.38,223.73,9.73,6.75,0.047,0.081,1.882,midstream
2021/4/15 0:00,26.07,7.17,9.8,236.35,9.09,6.06,0.026,0.065,1.792,midstream
2021/4/15 4:00,26.06,8.15,9.25,219.48,9.34,,,,,midstream
2021/4/15 8:00,26.26,7.55,9.81,223.47,7.99,6.34,0.025,0.066,1.669,midstream
2021/4/15 12:00,27.03,7.53,9.29,228.68,7.49,6.34,0.025,0.066,1.669,midstream
2021/4/15 16:00,26.31,7.12,8.22,225.56,9.19,6.23,0.025,0.066,1.669,midstream
2021/4/15 20:00,26.55,8.33,9.1,221.21,8.57,7.33,0.025,0.077,1.982,midstream
2021/4/16 0:00,26.67,7,8.86,221.17,9.17,7.33,0.025,0.077,1.982,midstream
2021/4/16 4:00,26.67,6.25,8.36,221.04,9.63,6.14,0.033,0.067,1.711,midstream
2021/4/16 8:00,26.55,7.54,8.43,217.12,8.74,6.72,0.025,0.073,1.785,midstream
2021/4/16 12:00,27.16,7.49,8.38,219.01,8.18,6.77,0.025,0.076,1.855,midstream
2021/4/16 16:00,26.79,7.3,7.56,220.64,7.78,6.66,0.084,0.076,1.883,midstream
2021/4/16 20:00,26.8,8.34,8.98,216.92,8.52,7.19,0.025,0.073,1.84,midstream
2021/4/17 0:00,26.91,8.24,8.68,214.06,8.11,6.96,0.027,0.075,1.798,midstream
2021/4/17 4:00,26.75,8.27,8.69,215.73,9.31,6.9,0.025,0.075,1.891,midstream
2021/4/17 8:00,26.55,7.7,7.77,217.78,8.82,6.55,0.04,0.068,1.827,midstream
2021/4/17 12:00,26.8,7.31,7.75,217.44,7.75,6.4,0.039,0.069,1.792,midstream
2021/4/17 16:00,26.67,7.33,7.95,214.62,8.8,6.48,0.045,0.068,1.813,midstream
2021/4/17 20:00,26.44,7.22,7.17,209.02,9.04,6.21,0.073,0.069,1.758,midstream
2021/4/18 0:00,26.43,7.18,6.78,207.46,8.4,6.16,0.075,0.069,1.764,midstream
2021/4/18 4:00,26.43,7.15,7.03,209.41,7.85,6.17,0.058,0.065,1.744,midstream
2021/4/18 8:00,26.31,7.08,6.25,209.68,7.65,5.93,0.085,0.064,1.785,midstream
2021/4/18 12:00,26.79,7.17,6.5,203.77,7.83,6.31,0.076,0.073,1.865,midstream
2021/4/18 16:00,26.8,7.1,5.92,207.81,8.39,6.07,0.108,0.069,1.752,midstream
2021/4/18 20:00,26.19,6.97,5.49,218.44,8.75,5.82,0.166,0.076,1.754,midstream
2021/4/19 0:00,26.31,6.98,7.23,215.89,9.43,6.15,0.157,0.082,2.053,midstream
2021/4/19 4:00,26.19,6.88,7.05,217.74,9.64,6.33,0.201,0.087,2.231,midstream
2021/4/19 8:00,26.19,6.88,7.19,209.52,10.69,6.45,0.159,0.084,2.063,midstream
2021/4/19 12:00,26.19,6.95,7.3,200.83,10.5,6.53,0.084,0.085,2.115,midstream
2021/4/19 16:00,26.19,6.93,7.39,191.9,10.77,6.59,0.074,0.086,2.063,midstream
2021/4/19 20:00,25.95,6.85,6.96,193.06,11.79,6.31,0.122,0.089,2.151,midstream
2021/4/20 0:00,25.95,6.67,7.12,221.25,8.88,6.01,0.113,0.074,2.164,midstream
2021/4/20 4:00,25.95,6.97,6.89,215.63,8.94,6.66,0.112,0.084,2.348,midstream
2021/4/20 8:00,26.07,7,6.76,222.69,10,6.77,0.104,0.083,2.302,midstream
2021/4/20 12:00,26.43,6.95,7.05,192.95,8.31,6.5,0.17,0.091,2.244,midstream
2021/4/20 16:00,26.54,7.26,7.93,214.62,8.69,6.89,0.067,0.084,2.279,midstream
2021/4/20 20:00,25.96,7.03,7.14,213.32,9.19,6.49,0.124,0.082,2.313,midstream
2021/4/21 0:00,25.83,6.72,6.4,218.82,9.84,5.99,0.184,0.079,2.326,midstream
