time,temp,pH,DissolvedOxygen,Conductivity,Turbidity,PermanganateIndex,AmmoniaNitrogen,TotalPhosphorus,TotalNitrogen,District
2020/11/9 0:00,24.9,6.85,6.09,128,7.9,3.93,0.025,0.048,0.94,upstream
2020/11/9 4:00,24.6,6.71,5.39,127.9,9.9,3.93,0.025,0.048,0.94,upstream
2020/11/9 8:00,24.4,6.71,5.37,127.9,9.9,3.38,0.057,0.052,0.92,upstream
2020/11/9 12:00,25.1,6.94,6.26,128.9,8.7,3.6,0.057,0.052,0.97,upstream
2020/11/9 16:00,25.4,6.94,6.73,128.9,8.7,3.69,0.034,0.05,1.02,upstream
2020/11/9 20:00,25,7.06,6.6,129.3,7.5,3.92,0.025,0.049,1.01,upstream
2020/11/10 0:00,24.7,7.06,5.93,129.3,7.5,3.46,0.025,0.048,0.94,upstream
2020/11/10 4:00,24.4,6.76,5.64,128.9,10.2,3.46,0.025,0.048,0.94,upstream
2020/11/10 8:00,24.2,6.76,5.36,128.9,10.2,3.59,0.044,0.048,0.93,upstream
2020/11/10 12:00,24.5,6.84,6.13,129.1,12.9,3.51,0.059,0.053,0.97,upstream
2020/11/10 16:00,25.2,7,6.82,131,9.5,3.67,0.045,0.053,0.92,upstream
2020/11/10 20:00,24.7,6.86,6.3,130.3,8.3,3.42,0.035,0.058,1.07,upstream
2020/11/11 0:00,24.4,6.76,5.9,129.4,9.4,3.58,0.034,0.05,0.91,upstream
2020/11/11 4:00,24.3,6.73,5.68,129.1,10.1,3.58,0.034,0.05,0.91,upstream
2020/11/11 8:00,24.2,6.72,5.62,129.4,12.1,3.48,0.043,0.051,0.9,upstream
2020/11/11 12:00,24.7,6.87,6.31,129.5,10.6,3.48,0.063,0.052,1.01,upstream
2020/11/11 16:00,25.9,7.07,6.8,129.7,8.8,3.74,0.036,0.053,0.94,upstream
2020/11/11 20:00,25.3,6.98,6.58,130.7,8.3,3.74,0.032,0.05,1.06,upstream
2020/11/12 0:00,24.8,6.84,6.22,130.3,8.3,3.46,0.042,0.046,1.03,upstream
2020/11/12 4:00,24.4,6.8,6.01,129.9,8.2,3.46,0.042,0.046,1.03,upstream
2020/11/12 8:00,24.2,6.67,5.47,129.5,9.9,3.32,0.036,0.047,0.99,upstream
2020/11/12 12:00,25.2,6.96,6.68,129.5,7.9,3.62,0.052,0.051,1.02,upstream
2020/11/12 16:00,25.5,7.15,6.98,130.9,8.4,3.67,0.025,0.048,1.01,upstream
2020/11/12 20:00,25,6.88,6.47,132.1,7.5,3.61,0.025,0.047,1.05,upstream
2020/11/13 0:00,24.5,6.82,6.5,131.7,8.2,3.7,0.025,0.046,1.17,upstream
2020/11/13 4:00,24.2,6.75,6.03,131,9.1,3.7,0.025,0.046,1.17,upstream
2020/11/13 8:00,24,6.7,5.59,131.6,10,3.48,0.04,0.044,0.98,upstream
2020/11/13 12:00,24.6,6.84,6.15,132.3,10,3.47,0.067,0.046,1.04,upstream
2020/11/13 16:00,25.3,6.94,6.38,133,8.1,3.51,0.051,0.048,1.01,upstream
2020/11/13 20:00,24.8,6.87,6.35,132.8,7.9,3.65,0.052,0.051,1.09,upstream
2020/11/14 0:00,24.4,6.74,6.15,132.5,7.8,3.55,0.047,0.048,1.03,upstream
2020/11/14 4:00,24.2,6.72,5.74,131.9,9.9,3.55,0.047,0.048,1.03,upstream
2020/11/14 8:00,24,6.69,5.75,132.2,13,3.25,0.05,0.045,0.99,upstream
2020/11/14 12:00,23.8,6.73,5.99,132.1,10.7,3.44,0.069,0.048,0.99,upstream
2020/11/14 16:00,24,6.68,5.86,132.2,12.3,3.52,0.05,0.049,0.94,upstream
2020/11/14 20:00,23.7,6.73,5.99,132.5,12.8,3.52,0.054,0.049,0.92,upstream
2020/11/15 0:00,23.7,6.73,5.9,132.7,13.1,3.16,0.068,0.048,0.95,upstream
2020/11/15 4:00,23.6,6.72,5.87,132.8,13.4,3.16,0.068,0.048,0.95,upstream
2020/11/15 8:00,23.6,6.72,5.71,133,10.4,3.32,0.075,0.048,1,upstream
2020/11/15 12:00,24.3,6.84,6.25,132.3,11.7,3.45,0.072,0.049,1.08,upstream
2020/11/15 16:00,24.4,6.84,6.24,132.2,11.3,3.67,0.058,0.053,1.03,upstream
2020/11/15 20:00,24.4,6.84,6.22,131.9,11.2,3.48,0.048,0.047,1.02,upstream
2020/11/16 0:00,24.3,6.86,6.42,131.2,10.1,3.45,0.042,0.047,1.05,upstream
2020/11/16 4:00,24.2,6.75,5.94,131.8,8.9,3.22,0.035,0.046,1.02,upstream
2020/11/16 8:00,24.1,6.7,5.71,132.4,8.4,3.23,0.044,0.046,1.06,upstream
2020/11/16 12:00,24.9,7.1,7.13,131.9,8.7,3.48,0.057,0.052,1.26,upstream
2020/11/16 16:00,25.2,7.26,7.47,129.5,9.4,3.98,0.025,0.054,1.15,upstream
2020/11/16 20:00,24.8,7.08,6.99,128.7,9.2,4.25,0.025,0.053,1.01,upstream
2020/11/17 0:00,24.6,6.96,6.67,128.6,8.4,3.79,0.025,0.044,0.88,upstream
2020/11/17 4:00,24.4,6.85,6.3,129.2,8.2,3.65,0.025,0.04,0.87,upstream
2020/11/17 8:00,24.3,6.86,6.37,128.9,7.9,3.63,0.025,0.045,0.88,upstream
2020/11/17 12:00,24.8,7.38,7.61,128.7,8.5,3.68,0.025,0.045,0.97,upstream
2020/11/17 16:00,25,7.76,7.9,128.5,10.3,4.28,0.025,0.051,0.96,upstream
2020/11/17 20:00,24.9,7.47,7.54,128.7,7.5,4.43,0.025,0.053,0.9,upstream
2020/11/18 0:00,24.7,7.07,7.08,129.2,7.1,3.92,0.025,0.043,0.83,upstream
2020/11/18 4:00,24.5,7.11,6.91,128.9,6.9,3.69,0.025,0.041,0.84,upstream
2020/11/18 8:00,24.4,7.06,6.78,128.5,7.1,3.72,0.025,0.041,0.81,upstream
2020/11/18 12:00,24.8,7.53,7.85,128.4,7.5,3.88,0.025,0.043,0.89,upstream
2020/11/18 16:00,25.4,7.68,8.04,128.1,7.1,4.45,0.025,0.055,0.96,upstream
2020/11/18 20:00,25.3,7.48,7.99,128.3,6.5,4.48,0.025,0.049,1.01,upstream
2020/11/19 0:00,25,7.19,7.41,128.7,5.9,3.9,0.025,0.042,0.9,upstream
2020/11/19 4:00,24.9,6.99,7.08,128.9,5.6,3.9,0.025,0.042,0.9,upstream
2020/11/19 8:00,24.9,7.02,7.1,128.4,6,3.78,0.025,0.038,0.97,upstream
2020/11/19 12:00,25.3,7.53,7.94,127,6.6,3.78,0.025,0.04,1.01,upstream
2020/11/19 16:00,26.2,7.48,7.81,127.9,6.2,4.94,0.025,0.058,1.08,upstream
2020/11/19 20:00,26,7.9,8.06,127.3,6.2,4.24,0.025,0.05,0.99,upstream
2020/11/20 0:00,25.5,7.64,7.79,127.3,5.6,4.03,0.025,0.04,0.89,upstream
2020/11/20 4:00,25.3,7.29,7.56,127.8,5.4,4.03,0.025,0.04,0.89,upstream
2020/11/20 8:00,25.2,7.11,7.1,127,5.6,3.74,0.025,0.037,0.93,upstream
2020/11/20 12:00,26,7.62,7.86,126.2,5.7,4.16,0.025,0.044,0.93,upstream
2020/11/20 16:00,26.4,8.4,8.38,125.7,6.4,4.27,0.025,0.042,0.9,upstream
2020/11/20 20:00,26.4,8.18,8.09,125.9,5.5,3.98,0.025,0.039,0.87,upstream
2020/11/21 0:00,25.9,7.8,7.77,126.7,6,3.98,0.025,0.039,0.87,upstream
2020/11/21 4:00,25.8,7.67,7.66,125.5,5.9,3.82,0.025,0.037,0.89,upstream
2020/11/21 8:00,25.6,7.34,7.41,125.9,5.4,3.91,0.025,0.039,0.94,upstream
2020/11/21 12:00,26.5,7.68,7.74,125.6,6.3,4.09,0.025,0.041,0.91,upstream
2020/11/21 16:00,26.8,8.27,8.02,124.8,6.7,4.51,0.025,0.047,0.92,upstream
2020/11/21 20:00,26.5,7.92,7.73,125,7.3,4.2,0.025,0.042,0.88,upstream
2020/11/22 0:00,26.2,7.41,7.32,125.6,6.6,4.2,0.025,0.042,0.88,upstream
2020/11/22 4:00,26.1,7.41,7.37,125.6,6.6,4.05,0.025,0.039,0.92,upstream
2020/11/22 8:00,26.1,7.29,7.2,125.5,5.9,4.25,0.025,0.04,0.93,upstream
2020/11/22 12:00,27,8,7.94,127.6,6.5,4.45,0.025,0.051,0.95,upstream
2020/11/22 16:00,27.8,8.69,8.54,127.1,6.9,4.68,0.025,0.052,0.9,upstream
2020/11/22 20:00,27.3,8.61,8.16,125.9,6.4,4.23,0.025,0.045,0.84,upstream
2020/11/23 0:00,26.7,7.94,7.6,125.4,6.5,4.23,0.025,0.045,0.84,upstream
2020/11/23 4:00,26.4,7.67,7.39,125.4,6.3,4.17,0.025,0.043,0.83,upstream
2020/11/23 8:00,26,7.49,7.15,126.7,6.4,4.07,0.025,0.043,0.89,upstream
2020/11/23 12:00,26.2,7.98,8.17,128.7,5.4,4.1,0.039,0.047,0.92,upstream
2020/11/23 16:00,26.6,8.5,8.73,129.8,6.2,5.9,0.042,0.043,0.68,upstream
2020/11/23 20:00,26.2,7.89,8.11,129.8,5.9,7,0.041,0.042,0.56,upstream
2020/11/24 0:00,25.8,7.49,8.05,130.6,5.9,7,0.041,0.042,0.56,upstream
2020/11/24 4:00,25.3,6.77,7.17,132.5,6.2,5.62,0.053,0.04,0.62,upstream
2020/11/24 8:00,25,6.76,7.83,133.4,6.2,4.14,0.061,0.039,0.67,upstream
2020/11/24 12:00,25.7,7.26,8.12,132.3,5.8,4.14,0.034,0.041,0.6,upstream
2020/11/24 20:00,25.9,8.37,9.25,132.7,5.5,4.28,0.036,0.05,0.65,upstream
2020/11/25 0:00,25.9,6.89,7.32,133.4,5.1,4.28,0.036,0.05,0.65,upstream
2020/11/25 4:00,25.5,6.86,7.01,133.4,5,-1,-1,-1,-1,upstream
2020/11/26 12:00,26.2,7.96,8.2,133,5.8,4.11,0.043,0.043,0.91,upstream
2020/11/26 16:00,26.6,8.44,8.74,132.6,6.3,4.77,0.042,0.045,0.79,upstream
2020/11/26 20:00,26.8,8.4,8.65,133.1,5.7,4.37,0.037,0.041,0.79,upstream
2020/11/27 0:00,26.1,8.29,8.34,133.1,5.7,4.36,0.034,0.039,0.74,upstream
2020/11/27 4:00,25.5,7.26,7.66,133.3,6.2,3.91,0.033,0.04,0.7,upstream
2020/11/27 8:00,25,6.7,6.77,134.9,5.8,3.44,0.055,0.038,0.84,upstream
2020/11/27 12:00,25.5,7.12,7.74,134.9,5.5,3.92,0.033,0.038,0.79,upstream
2020/11/27 16:00,26,7.47,8,135.7,5.6,4.04,0.032,0.038,0.85,upstream
2020/11/27 20:00,25.4,6.81,7.08,135.4,6.3,3.79,0.035,0.037,0.76,upstream
2020/11/28 0:00,24.8,6.69,6.72,136.6,8.1,3.79,0.035,0.037,0.76,upstream
2020/11/28 4:00,24.3,6.57,6.23,137.1,9,3.36,0.056,0.037,0.75,upstream
2020/11/28 8:00,23.9,6.54,5.99,136.5,8.5,3.32,0.051,0.036,0.76,upstream
2020/11/28 12:00,24.2,6.72,6.83,136.4,8.1,3.6,0.039,0.039,0.68,upstream
2020/11/28 16:00,24.3,6.81,6.94,138.5,8.1,3.79,0.036,0.037,0.77,upstream
2020/11/28 20:00,23.9,6.59,6.32,137.8,9.3,3.56,0.043,0.037,0.69,upstream
2020/11/29 0:00,23.6,6.6,6.44,138.6,10.3,3.56,0.043,0.037,0.69,upstream
2020/11/29 4:00,23.4,6.56,6.19,139.1,11.4,3.36,0.06,0.038,0.65,upstream
2020/11/29 8:00,23.1,6.6,6.35,138.8,10.9,3.54,0.048,0.038,0.72,upstream
2020/11/29 12:00,23.5,6.67,6.62,139.3,10.5,3.58,0.043,0.042,0.71,upstream
2020/11/29 16:00,23.6,6.61,6.34,139.7,8.9,3.4,0.05,0.036,0.75,upstream
2020/11/29 20:00,23.2,6.58,6.18,139.4,9.3,3.27,0.051,0.035,0.7,upstream
2020/11/30 0:00,22.9,6.58,6.37,139.3,10.2,3.26,0.042,0.034,0.68,upstream
2020/11/30 4:00,22.6,6.56,6.16,139.2,9.8,3.23,0.043,0.035,0.68,upstream
2020/11/30 8:00,22.4,6.58,6.35,139.4,10.2,3.24,0.044,0.038,0.68,upstream
2020/11/30 12:00,22.6,6.64,6.57,139.9,10.1,3.38,0.04,0.039,0.71,upstream
2020/11/30 16:00,23.3,6.66,6.18,140.2,8,3.41,0.08,0.036,0.77,upstream
2020/11/30 20:00,22.9,6.56,6.06,139.8,8.4,3.21,0.071,0.034,0.7,upstream
2020/12/1 0:00,22.6,6.54,5.99,139.2,10.1,3.17,0.061,0.034,0.65,upstream
2020/12/1 4:00,22.4,6.58,5.96,139.1,11.5,3.16,0.056,0.037,0.65,upstream
2020/12/1 8:00,22.1,6.56,5.93,139.3,11.1,3,0.059,0.036,0.68,upstream
2020/12/1 12:00,22.8,6.67,6.71,146.8,10.2,3.5,0.054,0.036,0.71,upstream
2020/12/1 16:00,23.1,6.67,6.8,147.8,8.1,3.35,0.105,0.036,0.83,upstream
2020/12/2 0:00,22.6,6.55,7.97,146.6,8.2,3.35,0.105,0.036,0.83,upstream
2020/12/2 4:00,22.5,6.55,6.97,146.6,8.3,3.31,0.067,0.035,0.68,upstream
2020/12/2 8:00,22.2,6.56,7.44,146,8.7,3.28,0.061,0.036,0.71,upstream
2020/12/2 12:00,22.9,6.7,6.98,146.4,10.5,3.62,0.049,0.038,0.71,upstream
2020/12/2 16:00,23.2,6.79,6.98,146.9,8.5,3.76,0.073,0.038,0.8,upstream
2020/12/2 20:00,22.8,6.66,6.64,146.7,8.4,3.46,0.06,0.036,0.72,upstream
2020/12/3 0:00,22.5,6.58,6.3,146.2,8.7,3.46,0.06,0.036,0.72,upstream
2020/12/3 4:00,22.1,6.51,6.14,145.3,10.4,3.55,0.055,0.036,0.64,upstream
2020/12/3 8:00,21.9,6.54,6.34,145.3,12.3,3.29,0.058,0.037,0.71,upstream
2020/12/3 12:00,22.3,6.66,6.79,145.4,10.5,3.43,0.048,0.038,0.67,upstream
2020/12/3 16:00,22.4,6.66,6.8,146.4,8.8,3.46,0.061,0.037,0.69,upstream
2020/12/3 20:00,22.1,6.56,6.47,146,9.2,3.33,0.066,0.033,0.66,upstream
2020/12/4 0:00,21.8,6.57,6.42,146.6,11.1,3.33,0.066,0.033,0.66,upstream
2020/12/4 4:00,21.4,6.57,6.4,146.9,10.6,3.26,0.08,0.034,0.69,upstream
2020/12/4 8:00,21.2,6.59,6.64,146.6,9.6,3.15,0.082,0.035,0.73,upstream
2020/12/4 12:00,21.6,6.64,6.85,147.7,11.2,3.15,0.086,0.036,0.72,upstream
2020/12/4 16:00,22,6.67,6.85,148.1,9.3,3.41,0.112,0.035,0.78,upstream
2020/12/4 20:00,21.5,6.57,6.41,147.4,9.2,3.15,0.091,0.035,0.71,upstream
2020/12/5 0:00,21.1,6.59,6.49,146.8,12.1,3.15,0.091,0.035,0.71,upstream
2020/12/5 4:00,20.9,6.61,6.66,146.7,13.4,3.13,0.07,0.037,0.65,upstream
2020/12/5 8:00,20.6,6.61,6.66,147.1,10.6,3.22,0.083,0.036,0.71,upstream
2020/12/5 12:00,21.1,6.69,6.98,147.3,11.8,3.5,0.069,0.038,0.68,upstream
2020/12/5 16:00,21.7,6.65,6.72,149.2,8.1,3.38,0.155,0.038,0.86,upstream
2020/12/5 20:00,21.3,6.55,6.41,149,8.4,3.37,0.15,0.036,0.82,upstream
2020/12/6 0:00,20.9,6.54,6.08,148.4,9.1,3.1,0.122,0.035,0.75,upstream
2020/12/6 4:00,20.6,6.55,6.34,147,9.8,3.18,0.08,0.037,0.67,upstream
2020/12/6 8:00,20.4,6.56,6.52,146.3,13.6,3.42,0.079,0.039,0.64,upstream
2020/12/6 12:00,20.9,6.65,6.92,148.2,11.5,3.39,0.082,0.038,0.71,upstream
2020/12/6 16:00,21.3,6.67,6.81,149.4,9.4,3.61,0.108,0.04,0.78,upstream
2020/12/6 20:00,21.3,6.62,6.64,149.2,9.9,3.24,0.122,0.038,0.78,upstream
2020/12/7 0:00,20.9,6.59,6.31,148.7,9.3,3.24,0.122,0.038,0.78,upstream
2020/12/7 4:00,20.8,6.56,6.11,147.9,9.1,3.24,0.074,0.036,0.74,upstream
2020/12/7 8:00,20.6,6.5,6.27,147.4,11.7,3.7,0.078,0.038,0.67,upstream
2020/12/7 12:00,21.2,6.69,6.9,148.4,9.7,7.95,0.047,0.038,0.63,upstream
2020/12/7 16:00,21.8,6.72,6.94,149.6,9.8,23.39,0.122,0.043,1.28,upstream
2020/12/7 20:00,21.3,6.61,6.6,148.7,9,3.61,0.093,0.039,1.15,upstream
2020/12/8 0:00,20.8,6.56,6.25,147.6,9.7,3.61,0.093,0.039,1.15,upstream
2020/12/8 4:00,20.4,6.53,6.3,146.9,10.6,3.2,0.081,0.038,0.96,upstream
2020/12/8 8:00,20.3,6.55,6.06,146.5,13.9,3.46,0.08,0.039,1.03,upstream
2020/12/8 12:00,20.6,6.61,7.28,142.7,11.9,3.26,0.062,0.038,0.99,upstream
2020/12/8 16:00,20.9,6.65,6.78,144.4,10.9,3.83,0.089,0.039,1.08,upstream
2020/12/8 20:00,20.7,6.57,6.47,144,10.7,3.87,0.085,0.034,1.01,upstream
2020/12/9 0:00,20.4,6.51,6.01,143.7,11,3.87,0.085,0.034,1.01,upstream
2020/12/9 4:00,20.3,6.51,6.08,143.7,11,3.52,0.088,0.039,1.01,upstream
2020/12/9 8:00,20.1,6.55,6.28,143.9,11.1,3.46,0.093,0.038,1.07,upstream
2020/12/9 12:00,20.6,6.66,6.78,144.2,10,4,0.07,0.041,1.07,upstream
2020/12/9 16:00,21.3,6.65,6.85,144.4,9,3.94,0.075,0.04,1.08,upstream
2020/12/9 20:00,21.1,6.62,6.92,144.1,8.5,3.65,0.062,0.037,1.06,upstream
2020/12/10 0:00,20.9,6.61,6.79,144.1,7.5,3.65,0.062,0.037,1.06,upstream
2020/12/10 4:00,20.7,6.6,6.46,144.8,7.5,3.42,0.1,0.035,1.15,upstream
2020/12/10 8:00,20.4,6.6,6.56,144.2,8,3.68,0.068,0.035,1.16,upstream
2020/12/10 12:00,20.7,6.7,6.75,143.8,8,3.87,0.042,0.038,1.1,upstream
2020/12/10 16:00,21.5,6.76,7.66,144.6,7.2,4.22,0.039,0.039,1.1,upstream
2020/12/10 20:00,21.5,6.82,7.51,144.4,7.3,3.9,0.046,0.036,1.07,upstream
2020/12/11 0:00,21.2,6.53,6.45,144,6.9,3.9,0.046,0.036,1.07,upstream
2020/12/11 4:00,21,6.57,6.43,144.1,6,3.48,0.044,0.034,1.01,upstream
2020/12/11 8:00,20.7,6.77,7.22,144.1,8,3.82,0.04,0.035,1.13,upstream
2020/12/11 12:00,21,6.81,7.59,144,6.9,4.09,0.03,0.04,1.1,upstream
2020/12/11 16:00,21.2,6.71,7.56,144,6.4,3.86,0.033,0.036,1.01,upstream
2020/12/11 20:00,20.8,6.72,6.82,143.9,7.7,3.68,0.031,0.036,1.05,upstream
2020/12/12 0:00,20.8,6.73,7.04,143.9,6.6,3.68,0.031,0.036,1.05,upstream
2020/12/12 4:00,20.7,6.56,5.8,143.5,5.9,3.32,0.035,0.033,1.01,upstream
2020/12/12 8:00,20.6,6.69,6.71,143.9,5.9,3.44,0.036,0.033,1.16,upstream
2020/12/12 12:00,21.2,6.97,8.28,144.3,7,4.2,0.028,0.036,1.12,upstream
2020/12/12 16:00,21.2,6.88,8.02,144.2,6.3,4.23,0.03,0.035,1.12,upstream
2020/12/12 20:00,21.2,7.05,8.42,143.5,6.2,3.87,0.027,0.034,1.13,upstream
2020/12/13 0:00,21.3,6.89,7.77,142.2,7.1,3.87,0.027,0.034,1.13,upstream
2020/12/13 4:00,21.3,6.86,7.55,141.6,7.2,3.53,0.027,0.032,1.02,upstream
2020/12/13 8:00,21.3,6.86,7.65,141,6.3,3.79,0.033,0.032,1.07,upstream
2020/12/13 12:00,21.5,6.9,7.81,141.8,6.9,3.65,0.026,0.033,1.08,upstream
2020/12/13 16:00,21.8,6.98,8.07,141.7,6.3,3.93,0.027,0.034,1.1,upstream
2020/12/13 20:00,21.5,6.82,7.27,141.6,7.1,3.54,0.029,0.032,1.09,upstream
2020/12/14 0:00,21.5,6.83,7.32,141.1,6.6,3.54,0.029,0.032,1.09,upstream
2020/12/14 4:00,21.5,6.78,6.97,141.1,6,3.46,0.03,0.033,1.03,upstream
2020/12/14 8:00,21.3,6.62,6.1,141.4,5.7,3.6,0.042,0.032,1.09,upstream
2020/12/14 12:00,20.9,6.65,6.16,141.5,6.2,3.49,0.036,0.035,1.05,upstream
2020/12/14 16:00,20.6,6.6,5.56,143.1,6.2,3.47,0.032,0.034,1.08,upstream
2020/12/14 20:00,20.2,6.59,5.77,143.8,8.7,3.65,0.036,0.036,1.14,upstream
2020/12/15 0:00,20,6.56,5.37,144.6,9,3.65,0.036,0.036,1.14,upstream
2020/12/15 4:00,19.5,6.57,5.63,144.7,10.6,3.5,0.042,0.038,1.02,upstream
2020/12/15 8:00,19.2,6.62,5.93,145.1,8.8,3.63,0.049,0.038,1.1,upstream
2020/12/15 12:00,19.2,6.66,6.31,145.8,10.4,3.51,0.039,0.041,1.06,upstream
2020/12/15 16:00,19.1,6.68,6.45,146.9,12.2,3.55,0.036,0.045,1.05,upstream
2020/12/15 20:00,18.9,6.6,5.74,148.2,13.2,3.43,0.048,0.043,1.36,upstream
2020/12/16 0:00,18.7,6.58,5.6,149,14.6,3.43,0.048,0.043,1.36,upstream
2020/12/16 4:00,18.5,6.58,5.69,149.6,13.1,3.53,0.056,0.044,1.4,upstream
2020/12/16 8:00,18.4,6.6,5.89,149.6,10.8,3.52,0.061,0.042,1.19,upstream
2020/12/16 12:00,18.4,6.64,6.23,149.8,12.4,3.7,0.046,0.044,1.17,upstream
2020/12/16 16:00,18.4,6.67,6.46,149.6,10.8,3.55,0.038,0.043,1.15,upstream
2020/12/16 20:00,18.1,6.64,6.27,149.8,11.1,3.71,0.04,0.045,1.15,upstream
2020/12/17 0:00,18,6.63,6.08,149.8,13,3.71,0.04,0.045,1.15,upstream
2020/12/17 4:00,17.9,6.62,6.11,150.3,12.4,3.52,0.045,0.043,1.14,upstream
2020/12/17 8:00,17.8,6.63,6.17,150.5,13.9,3.64,0.057,0.042,1.21,upstream
2020/12/17 12:00,17.8,6.66,6.48,150.6,13.8,3.61,0.04,0.043,1.14,upstream
2020/12/17 16:00,17.8,6.69,6.75,150.5,12.6,3.68,0.034,0.045,1.44,upstream
2020/12/17 20:00,17.6,6.67,6.4,150.2,12.3,3.51,0.036,0.044,1.17,upstream
2020/12/18 0:00,17.5,6.66,6.51,150.6,11,3.51,0.036,0.044,1.17,upstream
2020/12/18 4:00,17.3,6.66,6.36,151.2,11.6,3.46,0.046,0.045,1.41,upstream
2020/12/18 8:00,17.1,6.66,6.45,150.7,11,3.34,0.056,0.044,1.23,upstream
2020/12/18 12:00,17.4,6.73,6.93,151.1,11.6,3.9,0.038,0.044,1.41,upstream
2020/12/18 16:00,17.5,6.75,7.36,150.6,10.8,3.79,0.039,0.045,1.2,upstream
2020/12/18 20:00,17.4,6.75,6.9,150.6,11.9,3.73,0.034,0.044,1.15,upstream
2020/12/19 0:00,17.3,6.73,7.25,150.1,12.5,3.73,0.034,0.044,1.15,upstream
2020/12/19 4:00,17,6.71,7.13,150.2,10.2,3.49,0.028,0.044,1.1,upstream
2020/12/19 8:00,17,6.72,7.04,150.1,11.5,3.49,0.038,0.041,1.18,upstream
2020/12/19 12:00,17.1,6.78,7.15,151,10.3,3.71,0.035,0.043,1.17,upstream
2020/12/19 16:00,17.1,6.83,7.58,150.9,11.1,3.76,0.033,0.046,1.41,upstream
2020/12/19 20:00,17.1,6.8,7.39,150.6,11.9,3.72,0.032,0.045,1.15,upstream
2020/12/20 0:00,17,6.78,7.32,150.8,11,3.72,0.032,0.045,1.15,upstream
2020/12/20 4:00,16.9,6.78,7.15,150.8,11.6,3.59,0.033,0.043,1.1,upstream
2020/12/20 8:00,16.6,6.75,7.24,151.3,9.6,3.5,0.043,0.042,1.2,upstream
2020/12/20 12:00,17,6.87,7.54,151.6,10.7,3.79,0.028,0.046,1.13,upstream
2020/12/20 16:00,17.5,6.99,7.85,151,11.6,3.79,0.028,0.045,1.18,upstream
2020/12/20 20:00,17.1,6.91,7.65,151,11.8,3.82,0.027,0.043,1.17,upstream
2020/12/21 0:00,17,6.88,7.39,150.6,10.5,3.82,0.027,0.043,1.17,upstream
2020/12/21 4:00,16.8,6.84,7.18,150.2,11.9,3.69,0.027,0.043,1.14,upstream
2020/12/21 8:00,16.6,6.85,7.11,150.2,11.6,3.58,0.033,0.043,1.15,upstream
2020/12/21 12:00,17.1,7.03,8.12,150.6,12.7,3.92,0.029,0.043,1.11,upstream
2020/12/21 16:00,17.7,7.15,8.44,151,10.3,4.2,0.028,0.044,1.19,upstream
2020/12/21 20:00,17.4,7.01,7.98,150.7,10.2,3.75,0.028,0.044,1.18,upstream
2020/12/22 0:00,17.1,6.91,7.72,150.6,10.8,3.75,0.028,0.044,1.18,upstream
2020/12/22 4:00,17,6.85,7.44,150.7,9.4,3.62,0.025,0.041,1.16,upstream
2020/12/22 8:00,16.9,6.84,7.36,149.5,11.5,3.76,0.032,0.04,1.16,upstream
2020/12/22 12:00,17.4,7.15,8.49,150.1,10.6,4.4,0.025,0.042,1.14,upstream
2020/12/22 16:00,18.4,7.33,8.83,150.5,9.4,3.73,0.025,0.043,1.28,upstream
2020/12/22 20:00,17.9,7.32,8.81,150.5,8.8,3.45,0.072,0.049,1.54,upstream
2020/12/23 0:00,17.8,7.02,8.11,150.4,7.9,3.4,0.06,0.046,1.37,upstream
2020/12/23 4:00,17.6,6.83,7.42,150.2,6.8,2.97,0.059,0.042,1.33,upstream
2020/12/23 8:00,17.4,7.11,8.3,150.5,8,2.78,0.068,0.042,1.45,upstream
2020/12/23 12:00,17.8,7.09,7.69,143.9,8.4,3.92,0.056,0.045,1.44,upstream
2020/12/23 16:00,18,7.31,8.23,145,9.1,3.93,0.052,0.052,1.47,upstream
2020/12/23 20:00,18,7.33,8.32,144.9,8.8,3.77,0.052,0.046,1.43,upstream
2020/12/24 0:00,17.6,7.25,8.12,145.1,9.1,3.78,0.056,0.047,1.42,upstream
2020/12/24 4:00,17.5,7.07,7.66,144.7,8.4,3.51,0.053,0.044,1.43,upstream
2020/12/24 8:00,17.4,6.92,7.28,144.5,8.6,3.44,0.061,0.044,1.41,upstream
2020/12/24 12:00,17.6,6.9,7.39,144,8.1,3.74,0.052,0.048,1.42,upstream
2020/12/24 16:00,17.9,7.53,8.65,145,8.8,3.97,0.05,0.049,1.46,upstream
2020/12/24 20:00,17.8,7.12,8.35,145.1,8.4,3.7,0.052,0.045,1.4,upstream
2020/12/25 0:00,17.6,7.28,8.19,145,9.2,3.7,0.052,0.045,1.4,upstream
2020/12/25 4:00,17.5,6.93,7.33,144.6,8.3,3.56,0.05,0.044,1.39,upstream
2020/12/25 8:00,17.4,6.89,7.14,144.2,8.5,3.42,0.06,0.045,1.45,upstream
2020/12/25 12:00,17.5,6.98,7.5,144.2,8,3.86,0.049,0.045,1.37,upstream
2020/12/25 16:00,17.6,7.66,8.9,144.4,9.4,4.04,0.045,0.05,1.5,upstream
2020/12/25 20:00,17.6,7.45,8.61,144.8,8.8,3.67,0.044,0.047,1.48,upstream
2020/12/26 0:00,17.5,7.28,8.32,144.8,8,3.67,0.044,0.047,1.48,upstream
2020/12/26 4:00,17.5,6.89,7.19,144.8,7.3,3.52,0.048,0.045,1.4,upstream
2020/12/26 8:00,17.4,6.89,7.16,143.8,8.2,3.56,0.059,0.047,1.45,upstream
